204,210,217,14,15,217,0
204,210,217,14,15,217,0
203,208,217,11,16,217,0
204,209,218,11,16,218,0
204,209,218,11,16,218,0
202,207,216,11,17,216,0
201,208,217,13,19,217,0
200,207,216,13,19,216,0
200,207,216,13,19,216,0
203,208,217,11,16,217,0
201,208,217,13,19,217,0
201,209,216,16,18,216,0
203,209,216,14,15,216,0
202,208,215,14,15,215,0
202,208,215,14,15,215,0
202,208,215,14,15,215,0
204,209,218,11,16,218,0
204,209,218,11,16,218,0
204,209,218,11,16,218,0
204,209,218,11,16,218,0
204,209,218,11,16,218,0
204,209,218,11,16,218,0
204,209,218,11,16,218,0
206,208,218,5,14,218,0
206,208,218,5,14,218,0
206,208,218,5,14,218,0
204,209,218,11,16,218,0
204,209,218,11,16,218,0
204,209,218,11,16,218,0
204,209,218,11,16,218,0
204,209,218,11,16,218,0
204,210,217,14,15,217,0
204,210,217,14,15,217,0
204,210,217,14,15,217,0
204,209,218,11,16,218,0
204,209,218,11,16,218,0
204,209,218,11,16,218,0
204,209,218,11,16,218,0
197,206,216,14,22,216,0
197,206,216,14,22,216,0
197,206,216,14,22,216,0
197,206,216,14,22,216,0
197,206,216,14,22,216,0
197,206,216,14,22,216,0
197,206,216,14,22,216,0
197,205,218,11,25,218,0
197,205,218,11,25,218,0
195,202,217,10,26,217,0
194,201,216,10,26,216,0
196,203,218,10,26,218,0
196,203,218,10,26,218,0
195,202,217,10,26,217,0
194,201,216,10,26,216,0
194,201,216,10,26,216,0
183,195,213,12,36,213,0
183,196,212,13,35,212,0
182,195,211,13,35,211,0
183,195,213,12,36,213,0
186,197,211,13,30,211,0
191,199,216,10,30,216,0
191,200,214,12,27,214,0
185,196,216,11,37,216,0
185,197,215,12,36,215,0
184,195,215,11,37,215,0
184,195,215,11,37,215,0
183,194,214,11,37,214,0
183,194,214,11,37,214,0
188,196,213,10,30,213,0
187,197,214,11,32,214,0
182,193,213,11,37,213,0
181,195,214,13,39,214,0
183,194,214,11,37,214,0
180,194,216,12,43,216,0
180,194,216,12,43,216,0
180,194,216,12,43,216,0
180,194,216,12,43,216,0
189,197,214,10,30,214,0
186,196,213,11,32,213,0
185,195,212,11,32,212,0
184,194,212,11,34,212,0
184,194,212,11,34,212,0
183,194,214,11,37,214,0
183,194,214,11,37,214,0
185,196,216,11,37,216,0
183,194,214,11,37,214,0
183,194,214,11,37,214,0
185,195,212,11,32,212,0
186,196,213,11,32,213,0
