113,145,181,14,96,181,0
115,147,183,14,95,183,0
117,145,179,14,88,179,0
115,143,177,14,89,177,0
117,145,179,14,88,179,0
127,156,183,16,78,183,0
129,156,182,15,74,182,0
128,159,184,17,78,184,0
133,163,190,16,76,190,0
134,164,191,16,76,191,0
80,112,155,13,123,155,0
81,111,158,12,124,158,0
76,105,150,12,126,150,0
148,172,200,14,66,200,0
147,171,199,14,67,199,0
146,171,197,15,66,197,0
146,171,197,15,66,197,0
151,174,200,14,62,200,0
150,174,202,14,66,202,0
147,171,199,14,67,199,0
147,171,199,14,67,199,0
28,49,81,12,167,81,0
28,49,81,12,167,81,0
27,50,82,13,171,82,0
41,67,103,13,154,103,0
59,89,124,14,134,124,0
65,95,130,14,127,130,0
70,99,138,13,126,138,0
75,104,143,13,121,143,0
74,103,142,13,122,142,0
79,112,151,14,122,151,0
79,114,154,14,124,154,0
206,222,235,17,31,235,0
209,225,238,17,31,238,0
193,213,230,16,41,230,0
185,211,235,16,54,235,0
184,210,227,18,48,227,0
194,216,234,17,44,234,0
199,221,239,17,43,239,0
197,219,237,17,43,237,0
197,219,237,17,43,237,0
195,216,237,15,45,237,0
170,197,223,15,61,223,0
170,197,223,15,61,223,0
170,197,223,15,61,223,0
170,197,223,15,61,223,0
169,196,222,15,61,222,0
172,200,224,16,59,224,0
178,205,226,17,54,226,0
179,206,226,17,53,226,0
176,205,226,17,56,226,0
172,200,224,16,59,224,0
172,200,224,16,59,224,0
173,201,225,16,59,225,0
173,201,225,16,59,225,0
172,199,225,15,60,225,0
174,201,227,15,60,227,0
177,204,230,15,59,230,0
176,203,229,15,59,229,0
175,202,228,15,59,228,0
167,203,227,18,67,227,0
173,207,231,18,64,231,0
170,206,230,18,67,230,0
169,205,229,18,67,229,0
170,204,227,18,64,227,0
169,203,227,18,65,227,0
168,201,227,17,66,227,0
162,195,221,17,68,221,0
156,188,217,16,72,217,0
163,193,222,15,68,222,0
163,193,222,15,68,222,0
166,196,225,15,67,225,0
165,195,224,15,67,224,0
159,188,219,15,70,219,0
157,186,217,15,71,217,0
156,185,216,15,71,216,0
121,160,198,15,99,198,0
113,153,195,15,107,195,0
111,152,197,14,111,197,0
105,147,194,14,117,194,0
98,139,188,14,122,188,0
86,126,179,13,132,179,0
83,125,178,13,136,178,0
83,123,176,13,135,176,0
90,130,183,13,130,183,0
90,129,184,12,130,184,0
84,123,178,12,135,178,0
84,125,180,13,136,180,0
85,129,183,13,137,183,0
29,52,102,9,183,102,0
28,49,100,9,184,100,0
25,48,94,10,187,94,0
20,42,84,10,194,84,0
20,37,80,9,191,80,0
23,37,73,8,175,73,0
21,33,67,8,175,67,0
20,29,62,6,173,62,0
20,30,60,8,170,60,0
19,27,56,6,168,56,0
19,27,56,6,168,56,0
16,23,48,7,170,48,0
15,22,47,7,174,47,0
14,20,43,6,172,43,0
15,19,43,4,166,43,0
20,22,40,3,128,40,0
16,20,38,5,148,38,0
14,21,38,9,161,38,0
17,19,37,3,138,37,0
19,21,39,3,131,39,0
17,19,37,3,138,37,0
18,20,38,3,134,38,0
19,19,37,0,124,37,0
15,17,35,3,146,35,0
16,16,32,0,128,32,0
18,18,34,0,120,34,0
16,19,34,5,135,34,0
16,19,34,5,135,34,0
16,18,36,3,142,36,0
18,17,33,178,124,33,0
18,19,33,2,116,33,0
16,19,34,5,135,34,0
17,33,70,9,193,70,0
16,33,72,9,198,72,0
21,36,75,8,184,75,0
23,38,77,8,179,77,0
22,40,77,10,182,77,0
23,40,79,9,181,79,0
27,42,81,8,170,81,0
26,43,82,9,174,82,0
25,43,80,10,175,80,0
27,42,81,8,170,81,0
23,41,78,10,180,78,0
23,39,81,8,183,81,0
27,45,86,9,175,86,0
28,46,87,9,173,87,0
27,45,86,9,175,86,0
24,42,83,9,181,83,0
25,43,84,9,179,84,0
19,40,78,11,193,78,0
20,41,79,11,190,79,0
32,51,89,10,163,89,0
31,49,90,9,167,90,0
32,49,92,9,166,92,0
31,50,93,9,170,93,0
35,54,99,9,165,99,0
32,51,96,9,170,96,0
35,56,101,10,167,101,0
38,58,105,9,163,105,0
41,64,110,10,160,110,0
67,111,170,13,155,170,0
64,108,169,13,158,169,0
64,108,169,13,158,169,0
59,103,164,13,163,164,0
67,111,172,13,156,172,0
61,106,167,13,162,167,0
60,104,165,13,162,165,0
66,108,167,12,154,167,0
66,109,166,13,154,166,0
67,108,163,13,150,163,0
79,119,171,13,137,171,0
71,111,159,14,141,159,0
66,105,157,13,148,157,0
58,95,147,12,154,147,0
59,96,148,12,153,148,0
56,90,143,12,155,143,0
53,85,138,11,157,138,0
46,78,131,11,165,131,0
39,73,126,12,176,126,0
34,71,123,12,185,123,0
29,68,120,13,193,120,0
33,68,118,12,184,118,0
88,116,151,13,106,151,0
88,118,153,14,108,153,0
94,121,158,13,103,158,0
94,120,157,12,102,157,0
100,126,162,13,98,162,0
104,131,165,13,94,165,0
109,136,170,13,92,170,0
117,145,176,14,85,176,0
117,145,176,14,85,176,0
115,143,174,14,86,174,0
114,142,172,14,86,172,0
111,139,169,14,88,169,0
